scan,side,min_disk,min_cur,nl_disk,nl_cur,l20_disk,l20_cur,Qin_disk,Qin_cur
148,left,0.8725260387480548,0.8725260387480548,4,4,0.9728760904402765,0.9728760904402763,1.9246534391768608,1.9246534391768606
148,right,0.9345209878356494,0.9345209878356494,2,2,,,0.9092740699613098,0.9092740699613098
151,left,0.9411462796062658,0.9411462796062658,4,4,0.9411462796062658,0.9411462796062658,8.018674978508457,8.018674978508457
151,right,0.9213078484430474,0.9213078484430474,1,1,0.9402768121711051,0.9402768121711051,3.6816558290004866,3.6816558290004866
173,left,0.9253576306098644,0.9253576306098643,2,2,0.9253576306098644,0.9253576306098643,0.9534791149023792,0.9534791149023791
173,right,0.94388965908902,0.94388965908902,0,0,,,0.4441621162085854,0.4441621162085854
175,left,0.9595719298322092,0.9595699760689939,4,3,0.9540463442684765,0.9540444051558387,1.286546978582924,1.2872063211531655
175,right,0.9250689929655096,0.9250689929655096,0,0,,,0.8007917755957621,0.8007917755957621
196,left,0.9758415068410332,0.9758415068410331,0,0,,,0.6424720357370766,0.6424720357370766
196,right,0.9393923211648564,0.9393923211648565,1,1,0.9057766365107914,0.9057766365107914,0.5887116076105887,0.5887116076105887
211,left,0.9645820447862916,0.9645820447862915,2,2,,,1.6124046913561056,1.6124046913561056
211,right,0.923254450611214,0.9232544506112139,1,1,0.930470832182208,0.9304708321822079,0.9719990016713644,0.9719990016713643
218,left,0.947935762532236,0.9479357625322361,6,6,0.9714863490319722,0.9714863490319722,1.0227344183374651,1.0227344183374651
218,right,0.9475036156559516,0.9475036156559515,1,1,0.9525728125856254,0.9525728125856254,1.3818207742100963,1.3818207742100965
244,left,0.959360088763114,0.9593600887631141,1,1,,,3.8563168218058057,3.8563168218058053
244,right,0.9585235858234044,0.9585235858234045,1,1,,,2.556915313023195,2.556915313023195
251,left,0.9711685130606064,0.9711685130606065,3,3,,,1.379411651441371,1.379411651441371
251,right,0.9549388853055798,0.9549388853055798,0,0,,,0.7210116135171524,0.7210116135171524
252,left,0.9587404380307551,0.960071155517727,5,4,0.9576077097297708,0.9589367585505733,2.475359107298578,2.476338126446116
252,right,0.979478020048094,0.9794780200480939,2,2,,,1.5753586005867162,1.5753586005867162
265,left,0.9588854747506356,0.9588854747506357,0,0,,,1.388037510040647,1.388037510040647
265,right,0.9435307868951022,0.9435307868951022,1,1,0.9696344249925628,0.9696344249925629,0.6919657321346878,0.6919657321346878
271,left,0.9809840291739664,0.9809840291739664,3,3,0.9779937927057826,0.9779937927057826,0.6019383104293292,0.6019383104293292
271,right,0.9414986628160876,0.9414986628160875,0,0,,,0.6496398415888643,0.6496398415888643
272,left,0.9212470001803412,0.9212470001803411,5,5,0.9498405888452404,0.9498405888452405,5.645532889235477,5.645532889235477
272,right,0.9683800000414304,0.9683800000414304,3,3,,,2.2348234459700036,2.2348234459700036
273,left,0.9313658792721512,0.9313656725709767,4,4,0.9478567220207996,0.9478564340301764,3.0702203326550226,3.0705369738176542
273,right,0.975223763347934,0.975223763347934,0,0,,,0.6746723764302199,0.6746723764302199
274,left,0.9715966205810846,0.9715966205810846,5,5,,,1.364567132260352,1.364567132260352
274,right,0.9418974599805594,0.9418974599805594,0,0,,,0.4179075603478017,0.41790756034780174
280,left,0.9708233198696512,0.9708233198696512,4,4,0.9763303292377058,0.9763303292377058,1.4274924739425623,1.4274924739425623
280,right,0.950800341056074,0.9508003410560741,2,2,,,1.507934776723744,1.507934776723744
284,left,0.9740408150876136,0.9740408150876136,0,0,,,0.658677861369709,0.658677861369709
284,right,0.9497756162042876,0.9497756162042876,0,0,,,1.52394756511394,1.52394756511394
300,left,0.9259861390993792,0.9259861390993793,3,3,0.977617171781256,0.9776171717812561,1.1828840264956568,1.1828840264956568
300,right,0.9478735323135624,0.9478735323135625,0,0,,,1.065570448634678,1.065570448634678
306,left,0.9694186792110604,0.9694186792110603,7,7,0.982872414442544,0.9828724144425441,0.9411009891537634,0.9411009891537634
306,right,0.9124620206339564,0.9124620206339565,1,1,0.954566649122258,0.9545666491222581,1.7663136332005114,1.7663136332005114
316,left,0.9666085455586454,0.9666084344741548,6,5,0.9672526218818456,0.967252510718823,0.9721483731674464,0.9721626093262783
316,right,0.9676382952645256,0.9676382952645256,0,0,,,1.7395054946979729,1.7395054946979727
324,left,0.932415715926936,0.933516720449168,4,3,0.9344532589451562,0.9355568218503285,3.6101918144755945,3.6104742538145187
324,right,0.8794454523222988,0.8794454523222988,3,3,0.9029350624970036,0.9029350624970036,3.038738166243098,3.038738166243098
328,left,0.961562162956624,0.9616894965298413,3,2,0.961562162956624,0.9616894965298413,0.6462145100562892,0.6462238342570952
328,right,0.9336219087462804,0.93361712106923,4,3,0.9456829786944664,0.9456789931758011,2.0879703624506503,2.088065593595261
335,left,0.9322888885375036,0.9322888885375035,6,6,0.9729989152805748,0.9729989152805747,6.418165215899477,6.418165215899477
335,right,0.9366147454959448,0.9366147454959447,0,0,,,2.635226530395209,2.635226530395209
341,left,0.9630115341591002,0.963011422984427,6,5,0.967217616703028,0.9672175050130566,4.725733557055564,4.726099675190017
341,right,0.9649465994617028,0.9649465994617027,1,1,,,2.8029956267009424,2.8029956267009424
342,left,0.9360254847418128,0.9360254847418128,2,2,,,2.4768162951660115,2.4768162951660115
342,right,0.961202250390184,0.9612022503901841,0,0,,,1.3325689483672234,1.3325689483672234
354,left,0.9743091008007108,0.9743091008007109,6,6,0.9715321820528344,0.9715321820528343,0.3837897774637618,0.3837897774637618
