scan,side,vessel,loc,L_mm,why
3,left,LAD,mid,10,native 43%DS >= 40
3,left,LAD,mid,20,native 43%DS >= 40
3,left,LCX,mid,10,host r_fit 0.91 mm < 1.0
3,left,LCX,mid,20,host r_fit 0.91 mm < 1.0
9,left,LAD,prox,10,host r_fit 0.71 mm < 1.0
9,left,LAD,prox,20,host r_fit 0.71 mm < 1.0
9,left,LAD,mid,10,host r_fit 0.70 mm < 1.0
9,left,LAD,mid,20,host r_fit 0.70 mm < 1.0
9,left,LCX,prox,10,host r_fit 0.79 mm < 1.0
9,left,LCX,prox,20,host r_fit 0.79 mm < 1.0
9,left,LCX,mid,10,host r_fit 0.78 mm < 1.0
9,left,LCX,mid,20,host r_fit 0.78 mm < 1.0
14,left,LCX,prox,10,host r_fit 0.95 mm < 1.0
14,left,LCX,prox,20,host r_fit 0.95 mm < 1.0
14,left,LCX,mid,10,host r_fit 0.70 mm < 1.0
14,left,LCX,mid,20,host r_fit 0.70 mm < 1.0
30,left,LAD,prox,10,measurement node unresolved
30,left,LAD,prox,20,measurement node unresolved
30,left,LAD,mid,10,host r_fit 0.73 mm < 1.0
30,left,LAD,mid,20,host r_fit 0.73 mm < 1.0
30,left,LCX,prox,10,measurement node unresolved
30,left,LCX,prox,20,measurement node unresolved
30,left,LCX,mid,10,host r_fit 0.63 mm < 1.0
30,left,LCX,mid,20,host r_fit 0.63 mm < 1.0
41,left,LAD,prox,10,measurement node unresolved
41,left,LAD,prox,20,measurement node unresolved
41,left,LAD,mid,10,host r_fit 0.64 mm < 1.0
41,left,LAD,mid,20,host r_fit 0.64 mm < 1.0
41,left,LCX,prox,10,host r_fit 0.93 mm < 1.0
41,left,LCX,prox,20,host r_fit 0.93 mm < 1.0
41,left,LCX,mid,10,host r_fit 0.62 mm < 1.0
41,left,LCX,mid,20,host r_fit 0.62 mm < 1.0
42,left,LAD,prox,10,host r_fit 0.92 mm < 1.0
42,left,LAD,prox,20,host r_fit 0.92 mm < 1.0
42,left,LAD,mid,10,host r_fit 0.70 mm < 1.0
42,left,LAD,mid,20,host r_fit 0.70 mm < 1.0
42,left,LCX,prox,10,host r_fit 0.91 mm < 1.0
42,left,LCX,prox,20,host r_fit 0.91 mm < 1.0
42,left,LCX,mid,10,host r_fit 0.80 mm < 1.0
42,left,LCX,mid,20,host r_fit 0.80 mm < 1.0
45,left,LAD,mid,10,host r_fit 0.91 mm < 1.0
45,left,LAD,mid,20,host r_fit 0.91 mm < 1.0
45,right,RCA,prox,10,host r_fit 0.76 mm < 1.0
45,right,RCA,prox,20,host r_fit 0.76 mm < 1.0
45,right,RCA,mid,10,host r_fit 0.67 mm < 1.0
45,right,RCA,mid,20,host r_fit 0.67 mm < 1.0
63,left,LAD,prox,10,host r_fit 0.89 mm < 1.0
63,left,LAD,prox,20,host r_fit 0.89 mm < 1.0
63,left,LAD,mid,10,host r_fit 0.84 mm < 1.0
63,left,LAD,mid,20,host r_fit 0.84 mm < 1.0
63,left,LCX,prox,10,measurement node unresolved
63,left,LCX,prox,20,measurement node unresolved
63,left,LCX,mid,10,host r_fit 0.72 mm < 1.0
63,left,LCX,mid,20,host r_fit 0.72 mm < 1.0
63,right,RCA,prox,10,host r_fit 0.98 mm < 1.0
63,right,RCA,prox,20,host r_fit 0.98 mm < 1.0
63,right,RCA,mid,10,host r_fit 0.97 mm < 1.0
63,right,RCA,mid,20,host r_fit 0.97 mm < 1.0
69,left,LCX,mid,10,host r_fit 0.91 mm < 1.0
69,left,LCX,mid,20,host r_fit 0.91 mm < 1.0
80,left,LAD,mid,10,host r_fit 0.78 mm < 1.0
80,left,LAD,mid,20,host r_fit 0.78 mm < 1.0
80,left,LCX,prox,10,host r_fit 0.85 mm < 1.0
80,left,LCX,prox,20,host r_fit 0.85 mm < 1.0
80,left,LCX,mid,10,host r_fit 0.76 mm < 1.0
80,left,LCX,mid,20,host r_fit 0.76 mm < 1.0
85,left,LAD,prox,10,host r_fit 0.73 mm < 1.0
85,left,LAD,prox,20,host r_fit 0.73 mm < 1.0
85,left,LAD,mid,10,host r_fit 0.71 mm < 1.0
85,left,LAD,mid,20,host r_fit 0.71 mm < 1.0
85,left,LCX,prox,10,host r_fit 0.76 mm < 1.0
85,left,LCX,prox,20,host r_fit 0.76 mm < 1.0
85,left,LCX,mid,10,window outside same-label vessel
85,left,LCX,mid,20,window outside same-label vessel
87,left,LAD,prox,10,host r_fit 0.96 mm < 1.0
87,left,LAD,prox,20,host r_fit 0.96 mm < 1.0
87,left,LAD,mid,10,host r_fit 0.72 mm < 1.0
87,left,LAD,mid,20,host r_fit 0.72 mm < 1.0
87,left,LCX,prox,10,host r_fit 0.99 mm < 1.0
87,left,LCX,prox,20,host r_fit 0.99 mm < 1.0
87,left,LCX,mid,10,host r_fit 0.82 mm < 1.0
87,left,LCX,mid,20,host r_fit 0.82 mm < 1.0
88,left,LAD,mid,10,host r_fit 0.89 mm < 1.0
88,left,LAD,mid,20,host r_fit 0.89 mm < 1.0
88,left,LCX,prox,10,host r_fit 0.93 mm < 1.0
88,left,LCX,prox,20,host r_fit 0.93 mm < 1.0
88,left,LCX,mid,10,host r_fit 0.83 mm < 1.0
88,left,LCX,mid,20,host r_fit 0.83 mm < 1.0
95,left,LAD,mid,10,host r_fit 1.00 mm < 1.0
95,left,LAD,mid,20,host r_fit 1.00 mm < 1.0
95,left,LCX,mid,10,host r_fit 0.82 mm < 1.0
95,left,LCX,mid,20,host r_fit 0.82 mm < 1.0
100,left,LAD,prox,10,host r_fit 0.99 mm < 1.0
100,left,LAD,prox,20,host r_fit 0.99 mm < 1.0
100,left,LAD,mid,10,host r_fit 0.74 mm < 1.0
100,left,LAD,mid,20,host r_fit 0.74 mm < 1.0
100,left,LCX,mid,10,host r_fit 0.85 mm < 1.0
100,left,LCX,mid,20,host r_fit 0.85 mm < 1.0
100,right,RCA,mid,10,native 43%DS >= 40
100,right,RCA,mid,20,native 43%DS >= 40
102,left,LCX,mid,10,host r_fit 0.88 mm < 1.0
102,left,LCX,mid,20,host r_fit 0.88 mm < 1.0
103,left,LAD,prox,10,host r_fit 0.82 mm < 1.0
103,left,LAD,prox,20,host r_fit 0.82 mm < 1.0
103,left,LAD,mid,10,host r_fit 0.72 mm < 1.0
103,left,LAD,mid,20,host r_fit 0.72 mm < 1.0
103,left,LCX,prox,10,host r_fit 0.96 mm < 1.0
103,left,LCX,prox,20,host r_fit 0.96 mm < 1.0
103,left,LCX,mid,10,host r_fit 0.65 mm < 1.0
103,left,LCX,mid,20,host r_fit 0.65 mm < 1.0
109,left,LAD,prox,10,host r_fit 0.95 mm < 1.0
109,left,LAD,prox,20,host r_fit 0.95 mm < 1.0
109,left,LAD,mid,10,host r_fit 0.91 mm < 1.0
109,left,LAD,mid,20,host r_fit 0.91 mm < 1.0
109,left,LCX,prox,10,host r_fit 0.65 mm < 1.0
109,left,LCX,prox,20,host r_fit 0.65 mm < 1.0
109,left,LCX,mid,10,window outside same-label vessel
109,left,LCX,mid,20,window outside same-label vessel
109,right,RCA,mid,10,host r_fit 0.95 mm < 1.0
109,right,RCA,mid,20,host r_fit 0.95 mm < 1.0
112,left,LAD,mid,10,host r_fit 0.82 mm < 1.0
112,left,LAD,mid,20,host r_fit 0.82 mm < 1.0
112,left,LCX,mid,10,measurement node unresolved
112,left,LCX,mid,20,run-off < 20 mm
114,left,LAD,prox,10,host r_fit 0.92 mm < 1.0
114,left,LAD,prox,20,host r_fit 0.92 mm < 1.0
114,left,LAD,mid,10,native 53%DS >= 40
114,left,LAD,mid,20,native 53%DS >= 40
114,right,RCA,prox,10,host r_fit 0.77 mm < 1.0
114,right,RCA,prox,20,host r_fit 0.77 mm < 1.0
114,right,RCA,mid,10,host r_fit 0.69 mm < 1.0
114,right,RCA,mid,20,host r_fit 0.69 mm < 1.0
124,left,LAD,prox,10,host r_fit 0.62 mm < 1.0
124,left,LAD,prox,20,host r_fit 0.62 mm < 1.0
124,left,LAD,mid,10,host r_fit 0.62 mm < 1.0
124,left,LAD,mid,20,host r_fit 0.62 mm < 1.0
124,left,LCX,prox,10,host r_fit 0.87 mm < 1.0
124,left,LCX,prox,20,host r_fit 0.87 mm < 1.0
124,left,LCX,mid,10,host r_fit 0.77 mm < 1.0
124,left,LCX,mid,20,host r_fit 0.77 mm < 1.0
124,right,RCA,prox,10,host r_fit 0.79 mm < 1.0
124,right,RCA,prox,20,host r_fit 0.79 mm < 1.0
124,right,RCA,mid,10,host r_fit 0.73 mm < 1.0
124,right,RCA,mid,20,host r_fit 0.73 mm < 1.0
125,left,LAD,prox,10,native 43%DS >= 40
125,left,LAD,prox,20,native 43%DS >= 40
125,left,LCX,mid,10,host r_fit 0.84 mm < 1.0
125,left,LCX,mid,20,host r_fit 0.84 mm < 1.0
129,left,LCX,prox,20,measurement node unresolved
129,left,LCX,mid,10,host r_fit 0.75 mm < 1.0
129,left,LCX,mid,20,window outside same-label vessel
138,left,LCX,prox,10,measurement node unresolved
138,left,LCX,prox,20,run-off < 20 mm
138,left,LCX,mid,10,window outside same-label vessel
138,left,LCX,mid,20,window outside same-label vessel
139,left,LAD,prox,10,host r_fit 0.94 mm < 1.0
139,left,LAD,prox,20,host r_fit 0.94 mm < 1.0
139,left,LAD,mid,10,host r_fit 0.74 mm < 1.0
139,left,LAD,mid,20,host r_fit 0.74 mm < 1.0
139,left,LCX,prox,10,host r_fit 0.66 mm < 1.0
139,left,LCX,prox,20,host r_fit 0.66 mm < 1.0
139,left,LCX,mid,10,window outside same-label vessel
139,left,LCX,mid,20,window outside same-label vessel
148,left,LAD,prox,10,host r_fit 0.91 mm < 1.0
148,left,LAD,prox,20,host r_fit 0.91 mm < 1.0
148,left,LAD,mid,10,host r_fit 0.91 mm < 1.0
148,left,LAD,mid,20,host r_fit 0.91 mm < 1.0
148,left,LCX,prox,10,host r_fit 0.92 mm < 1.0
148,left,LCX,prox,20,host r_fit 0.92 mm < 1.0
148,left,LCX,mid,10,host r_fit 0.79 mm < 1.0
148,left,LCX,mid,20,host r_fit 0.79 mm < 1.0
173,left,LAD,prox,10,host r_fit 0.80 mm < 1.0
173,left,LAD,prox,20,host r_fit 0.80 mm < 1.0
173,left,LAD,mid,10,host r_fit 0.73 mm < 1.0
173,left,LAD,mid,20,host r_fit 0.73 mm < 1.0
173,left,LCX,prox,10,host r_fit 0.84 mm < 1.0
173,left,LCX,prox,20,host r_fit 0.84 mm < 1.0
173,left,LCX,mid,10,host r_fit 0.79 mm < 1.0
173,left,LCX,mid,20,host r_fit 0.79 mm < 1.0
173,right,RCA,prox,10,host r_fit 0.88 mm < 1.0
173,right,RCA,prox,20,host r_fit 0.88 mm < 1.0
173,right,RCA,mid,10,host r_fit 0.83 mm < 1.0
173,right,RCA,mid,20,host r_fit 0.83 mm < 1.0
175,left,LAD,prox,10,host r_fit 0.76 mm < 1.0
175,left,LAD,prox,20,host r_fit 0.76 mm < 1.0
175,left,LAD,mid,10,host r_fit 0.73 mm < 1.0
175,left,LAD,mid,20,host r_fit 0.73 mm < 1.0
175,left,LCX,prox,10,host r_fit 0.86 mm < 1.0
175,left,LCX,prox,20,host r_fit 0.86 mm < 1.0
175,left,LCX,mid,10,host r_fit 0.79 mm < 1.0
175,left,LCX,mid,20,host r_fit 0.79 mm < 1.0
175,right,RCA,mid,10,host r_fit 0.98 mm < 1.0
175,right,RCA,mid,20,host r_fit 0.98 mm < 1.0
196,left,LAD,-,-,vessel absent
196,left,LCX,mid,10,measurement node unresolved
196,left,LCX,mid,20,measurement node unresolved
196,right,RCA,prox,10,host r_fit 0.96 mm < 1.0
196,right,RCA,prox,20,host r_fit 0.96 mm < 1.0
196,right,RCA,mid,10,host r_fit 0.87 mm < 1.0
196,right,RCA,mid,20,host r_fit 0.87 mm < 1.0
211,left,LCX,prox,10,host r_fit 0.92 mm < 1.0
211,left,LCX,prox,20,host r_fit 0.92 mm < 1.0
211,left,LCX,mid,10,host r_fit 0.69 mm < 1.0
211,left,LCX,mid,20,host r_fit 0.69 mm < 1.0
218,left,LAD,prox,10,native 45%DS >= 40
218,left,LAD,prox,20,native 45%DS >= 40
218,left,LAD,mid,20,native 45%DS >= 40
218,left,LCX,mid,10,host r_fit 0.91 mm < 1.0
218,left,LCX,mid,20,host r_fit 0.91 mm < 1.0
244,left,LAD,mid,10,host r_fit 0.87 mm < 1.0
244,left,LAD,mid,20,host r_fit 0.87 mm < 1.0
244,left,LCX,prox,10,host r_fit 0.95 mm < 1.0
244,left,LCX,prox,20,host r_fit 0.95 mm < 1.0
244,left,LCX,mid,10,host r_fit 0.84 mm < 1.0
244,left,LCX,mid,20,host r_fit 0.84 mm < 1.0
251,left,LAD,prox,10,host r_fit 0.94 mm < 1.0
251,left,LAD,prox,20,host r_fit 0.94 mm < 1.0
251,left,LAD,mid,10,host r_fit 0.68 mm < 1.0
251,left,LAD,mid,20,host r_fit 0.68 mm < 1.0
251,left,LCX,prox,10,host r_fit 0.84 mm < 1.0
251,left,LCX,prox,20,host r_fit 0.84 mm < 1.0
251,left,LCX,mid,10,host r_fit 0.79 mm < 1.0
251,left,LCX,mid,20,host r_fit 0.79 mm < 1.0
252,left,LAD,mid,10,host r_fit 0.97 mm < 1.0
252,left,LAD,mid,20,host r_fit 0.97 mm < 1.0
252,left,LCX,prox,10,measurement node unresolved
252,left,LCX,prox,20,measurement node unresolved
252,left,LCX,mid,10,host r_fit 0.59 mm < 1.0
252,left,LCX,mid,20,host r_fit 0.59 mm < 1.0
252,right,RCA,mid,20,window outside same-label vessel
265,left,LAD,prox,10,host r_fit 0.84 mm < 1.0
265,left,LAD,prox,20,host r_fit 0.84 mm < 1.0
265,left,LAD,mid,10,host r_fit 0.80 mm < 1.0
265,left,LAD,mid,20,host r_fit 0.80 mm < 1.0
265,left,LCX,prox,10,host r_fit 0.83 mm < 1.0
265,left,LCX,prox,20,host r_fit 0.83 mm < 1.0
265,left,LCX,mid,10,host r_fit 0.70 mm < 1.0
265,left,LCX,mid,20,window outside same-label vessel
265,right,RCA,mid,10,host r_fit 0.99 mm < 1.0
265,right,RCA,mid,20,host r_fit 0.99 mm < 1.0
271,left,LAD,mid,10,host r_fit 0.77 mm < 1.0
271,left,LAD,mid,20,host r_fit 0.77 mm < 1.0
271,left,LCX,prox,10,host r_fit 0.81 mm < 1.0
271,left,LCX,prox,20,host r_fit 0.81 mm < 1.0
271,left,LCX,mid,10,host r_fit 0.66 mm < 1.0
271,left,LCX,mid,20,host r_fit 0.66 mm < 1.0
271,right,RCA,prox,10,host r_fit 0.99 mm < 1.0
271,right,RCA,prox,20,host r_fit 0.99 mm < 1.0
271,right,RCA,mid,10,host r_fit 0.92 mm < 1.0
271,right,RCA,mid,20,host r_fit 0.92 mm < 1.0
272,left,LAD,prox,10,host r_fit 0.84 mm < 1.0
272,left,LAD,prox,20,host r_fit 0.84 mm < 1.0
272,left,LCX,prox,10,host r_fit 0.78 mm < 1.0
272,left,LCX,prox,20,host r_fit 0.78 mm < 1.0
272,left,LCX,mid,10,window outside same-label vessel
272,left,LCX,mid,20,window outside same-label vessel
273,right,RCA,prox,10,host r_fit 0.93 mm < 1.0
273,right,RCA,prox,20,host r_fit 0.93 mm < 1.0
273,right,RCA,mid,10,host r_fit 0.75 mm < 1.0
273,right,RCA,mid,20,window outside same-label vessel
274,left,LCX,prox,10,host r_fit 0.86 mm < 1.0
274,left,LCX,prox,20,host r_fit 0.86 mm < 1.0
274,left,LCX,mid,10,host r_fit 0.62 mm < 1.0
274,left,LCX,mid,20,window outside same-label vessel
274,right,RCA,prox,10,host r_fit 0.88 mm < 1.0
274,right,RCA,prox,20,host r_fit 0.88 mm < 1.0
274,right,RCA,mid,10,host r_fit 0.83 mm < 1.0
274,right,RCA,mid,20,host r_fit 0.83 mm < 1.0
280,left,LAD,mid,10,host r_fit 0.90 mm < 1.0
280,left,LAD,mid,20,host r_fit 0.90 mm < 1.0
280,left,LCX,prox,10,host r_fit 0.82 mm < 1.0
280,left,LCX,prox,20,host r_fit 0.82 mm < 1.0
280,left,LCX,mid,10,window outside same-label vessel
280,left,LCX,mid,20,window outside same-label vessel
284,left,LAD,mid,10,host r_fit 0.84 mm < 1.0
284,left,LAD,mid,20,host r_fit 0.84 mm < 1.0
284,left,LCX,prox,10,host r_fit 0.93 mm < 1.0
284,left,LCX,prox,20,host r_fit 0.93 mm < 1.0
284,left,LCX,mid,10,host r_fit 0.86 mm < 1.0
284,left,LCX,mid,20,host r_fit 0.86 mm < 1.0
300,left,LAD,prox,10,host r_fit 0.77 mm < 1.0
300,left,LAD,prox,20,host r_fit 0.77 mm < 1.0
300,left,LAD,mid,10,host r_fit 0.82 mm < 1.0
300,left,LAD,mid,20,host r_fit 0.82 mm < 1.0
300,left,LCX,prox,10,host r_fit 0.93 mm < 1.0
300,left,LCX,prox,20,host r_fit 0.93 mm < 1.0
300,left,LCX,mid,10,host r_fit 0.72 mm < 1.0
300,left,LCX,mid,20,host r_fit 0.72 mm < 1.0
306,left,LCX,mid,10,measurement node unresolved
306,left,LCX,mid,20,run-off < 20 mm
306,right,RCA,prox,10,native 42%DS >= 40
306,right,RCA,prox,20,native 42%DS >= 40
316,left,LAD,prox,10,host r_fit 0.93 mm < 1.0
316,left,LAD,prox,20,host r_fit 0.93 mm < 1.0
316,left,LAD,mid,10,host r_fit 0.81 mm < 1.0
316,left,LAD,mid,20,host r_fit 0.81 mm < 1.0
316,left,LCX,prox,10,host r_fit 0.98 mm < 1.0
316,left,LCX,prox,20,host r_fit 0.98 mm < 1.0
316,left,LCX,mid,10,host r_fit 0.73 mm < 1.0
316,left,LCX,mid,20,host r_fit 0.73 mm < 1.0
324,left,LAD,prox,20,native 41%DS >= 40
324,left,LAD,mid,10,host r_fit 0.92 mm < 1.0
324,left,LAD,mid,20,host r_fit 0.92 mm < 1.0
324,right,RCA,mid,10,native 50%DS >= 40
324,right,RCA,mid,20,native 50%DS >= 40
328,left,LCX,prox,10,host r_fit 0.88 mm < 1.0
328,left,LCX,prox,20,host r_fit 0.88 mm < 1.0
328,left,LCX,mid,10,host r_fit 0.85 mm < 1.0
328,left,LCX,mid,20,host r_fit 0.85 mm < 1.0
328,right,RCA,mid,10,native 41%DS >= 40
328,right,RCA,mid,20,native 41%DS >= 40
341,left,LAD,mid,10,host r_fit 1.00 mm < 1.0
341,left,LAD,mid,20,host r_fit 1.00 mm < 1.0
341,left,LCX,prox,10,host r_fit 0.94 mm < 1.0
341,left,LCX,prox,20,host r_fit 0.94 mm < 1.0
341,left,LCX,mid,10,host r_fit 0.83 mm < 1.0
341,left,LCX,mid,20,host r_fit 0.83 mm < 1.0
363,left,LAD,prox,10,host r_fit 0.92 mm < 1.0
363,left,LAD,prox,20,host r_fit 0.92 mm < 1.0
363,left,LAD,mid,10,host r_fit 0.79 mm < 1.0
363,left,LAD,mid,20,host r_fit 0.79 mm < 1.0
363,left,LCX,prox,10,host r_fit 0.96 mm < 1.0
363,left,LCX,prox,20,host r_fit 0.96 mm < 1.0
363,left,LCX,mid,10,host r_fit 0.73 mm < 1.0
363,left,LCX,mid,20,host r_fit 0.73 mm < 1.0
363,right,RCA,mid,10,host r_fit 0.98 mm < 1.0
363,right,RCA,mid,20,host r_fit 0.98 mm < 1.0
377,left,LAD,mid,10,host r_fit 0.96 mm < 1.0
377,left,LAD,mid,20,host r_fit 0.96 mm < 1.0
377,left,LCX,prox,10,host r_fit 0.95 mm < 1.0
377,left,LCX,prox,20,host r_fit 0.95 mm < 1.0
377,left,LCX,mid,10,host r_fit 0.83 mm < 1.0
377,left,LCX,mid,20,host r_fit 0.83 mm < 1.0
377,right,RCA,prox,20,native 53%DS >= 40
377,right,RCA,mid,10,baseline FFR 0.899 < 0.90
377,right,RCA,mid,20,baseline FFR 0.894 < 0.90
389,left,LAD,prox,10,host r_fit 0.62 mm < 1.0
389,left,LAD,prox,20,host r_fit 0.62 mm < 1.0
389,left,LAD,mid,10,host r_fit 0.89 mm < 1.0
389,left,LAD,mid,20,host r_fit 0.89 mm < 1.0
389,left,LCX,prox,10,host r_fit 0.64 mm < 1.0
389,left,LCX,prox,20,host r_fit 0.64 mm < 1.0
389,left,LCX,mid,10,window outside same-label vessel
389,left,LCX,mid,20,window outside same-label vessel
389,right,RCA,prox,10,native 54%DS >= 40
389,right,RCA,prox,20,native 54%DS >= 40
389,right,RCA,mid,10,native 43%DS >= 40
389,right,RCA,mid,20,native 54%DS >= 40
406,left,LAD,prox,10,host r_fit 0.91 mm < 1.0
406,left,LAD,prox,20,host r_fit 0.91 mm < 1.0
406,left,LAD,mid,10,host r_fit 0.79 mm < 1.0
406,left,LAD,mid,20,host r_fit 0.79 mm < 1.0
406,left,LCX,mid,10,host r_fit 0.88 mm < 1.0
406,left,LCX,mid,20,host r_fit 0.88 mm < 1.0
406,right,RCA,prox,10,native 50%DS >= 40
406,right,RCA,prox,20,native 50%DS >= 40
406,right,RCA,mid,10,native 50%DS >= 40
406,right,RCA,mid,20,native 50%DS >= 40
408,left,LAD,prox,10,host r_fit 0.81 mm < 1.0
408,left,LAD,prox,20,host r_fit 0.81 mm < 1.0
408,left,LAD,mid,10,host r_fit 0.74 mm < 1.0
408,left,LAD,mid,20,host r_fit 0.74 mm < 1.0
408,left,LCX,prox,10,host r_fit 0.97 mm < 1.0
408,left,LCX,prox,20,host r_fit 0.97 mm < 1.0
408,left,LCX,mid,10,host r_fit 0.86 mm < 1.0
408,left,LCX,mid,20,host r_fit 0.86 mm < 1.0
408,right,RCA,prox,10,host r_fit 0.93 mm < 1.0
408,right,RCA,prox,20,host r_fit 0.93 mm < 1.0
408,right,RCA,mid,10,host r_fit 0.83 mm < 1.0
408,right,RCA,mid,20,host r_fit 0.83 mm < 1.0
417,left,LCX,prox,10,host r_fit 0.85 mm < 1.0
417,left,LCX,prox,20,host r_fit 0.85 mm < 1.0
417,left,LCX,mid,10,host r_fit 0.79 mm < 1.0
417,left,LCX,mid,20,host r_fit 0.79 mm < 1.0
417,right,RCA,prox,10,native 42%DS >= 40
417,right,RCA,prox,20,native 42%DS >= 40
423,left,LAD,prox,10,host r_fit 0.93 mm < 1.0
423,left,LAD,prox,20,host r_fit 0.93 mm < 1.0
423,left,LAD,mid,10,host r_fit 0.91 mm < 1.0
423,left,LAD,mid,20,host r_fit 0.91 mm < 1.0
423,left,LCX,prox,10,measurement node unresolved
423,left,LCX,prox,20,measurement node unresolved
423,left,LCX,mid,10,host r_fit 0.71 mm < 1.0
423,left,LCX,mid,20,host r_fit 0.71 mm < 1.0
431,left,LAD,prox,10,host r_fit 0.95 mm < 1.0
431,left,LAD,prox,20,host r_fit 0.95 mm < 1.0
431,left,LAD,mid,10,host r_fit 0.83 mm < 1.0
431,left,LAD,mid,20,host r_fit 0.83 mm < 1.0
431,left,LCX,prox,10,host r_fit 0.60 mm < 1.0
431,left,LCX,prox,20,host r_fit 0.60 mm < 1.0
431,left,LCX,mid,10,host r_fit 0.72 mm < 1.0
431,left,LCX,mid,20,window outside same-label vessel
431,right,RCA,mid,10,host r_fit 0.99 mm < 1.0
431,right,RCA,mid,20,host r_fit 0.99 mm < 1.0
436,left,LAD,prox,10,host r_fit 0.88 mm < 1.0
436,left,LAD,prox,20,host r_fit 0.88 mm < 1.0
