scan,side,vessel,loc,L_mm,ds_pct,bed,band_cohort,ffr_clean,flip_clean,n_outlets_clean,error_type,protocol,status,meas_same_point,n_outlets,n_outlets_shared,n_territories,info_cut_arc_mm,info_length_lost_mm,info_segments_deleted,C_clean,C,C_ratio,ffr,dFFR,flip,flip_dir,outlet_flow_residual,inflow_mls,inflow_clean_mls,converged,iters,mass_err,fit_n_basins,fit_loss_at_Cstart,fit_loss,fit_at_bound,info_length_delta_mm,info_radius_scale,info_segments_scaled,info_from_arc_mm,info_branch_r_mm,info_branch_arc_mm,info_branch_to_host_ratio
306,left,LAD,prox,20.0,80,leaky,"[0.65, 0.7)",0.6923660688675906,1,6,T2_truncation,A_fixed,ok,False,6.0,6.0,2.0,45.232561603139054,107.18257120830103,0.0,85.02648210033489,85.02648210033489,1.0,0.7745566959295824,0.08219062706199187,0.0,,0.04950604798604261,0.7252809592360583,0.7879321601287625,True,27.0,9.763236535791714e-12,,,,,,,,,,,
306,left,LAD,prox,20.0,80,leaky,"[0.65, 0.7)",0.6923660688675906,1,6,T2_truncation,B_rederived,ok,False,6.0,6.0,2.0,45.232561603139054,107.18257120830103,0.0,85.02648210033489,91.21065046799865,1.072732261936536,0.6773819554803251,-0.014984113387265463,0.0,,0.18332606598554602,0.7701850692696992,0.7879321601287625,True,27.0,3.8677833617309836e-12,,,,,,,,,,,
306,left,LAD,prox,20.0,80,leaky,"[0.65, 0.7)",0.6923660688675906,1,6,T2_truncation,C_flowmatched,ok,False,6.0,6.0,2.0,45.232561603139054,107.18257120830103,0.0,85.02648210033489,101.40797046006512,1.1926633674012217,0.7050948749001701,0.012728806032579532,0.0,,0.16084616156423365,0.7069679944611115,0.7879321601287625,True,27.0,7.751840552432223e-12,1.0,0.03360844646973677,0.025871487689947553,False,,,,,,,
306,left,LAD,prox,20.0,80,leaky,"[0.65, 0.7)",0.6923660688675906,1,6,T3_stenosis_length,A_fixed,ok,True,6.0,6.0,2.0,,,,85.02648210033489,85.02648210033489,1.0,0.6788937684492079,-0.013472300418382654,0.0,,0.00976954211812116,0.7815875331938251,0.7879321601287625,True,27.0,9.681672739191642e-12,,,,,2.46,,,,,,
306,left,LAD,prox,20.0,80,leaky,"[0.65, 0.7)",0.6923660688675906,1,6,T3_stenosis_length,B_rederived,ok,True,6.0,6.0,2.0,,,,85.02648210033489,85.02648210033489,1.0,0.6788937684492079,-0.013472300418382654,0.0,,0.00976954211812116,0.7815875331938251,0.7879321601287625,True,27.0,9.681672739191642e-12,,,,,2.46,,,,,,
306,left,LAD,prox,20.0,80,leaky,"[0.65, 0.7)",0.6923660688675906,1,6,T3_stenosis_length,C_flowmatched,ok,True,6.0,6.0,2.0,,,,85.02648210033489,84.47213507356918,0.99348030151228,0.6771826696834452,-0.015183399184145352,0.0,,0.008020375155569998,0.7857802007276583,0.7879321601287625,True,27.0,8.033029333409206e-12,1.0,9.544395319774326e-05,6.432641763608445e-05,False,2.46,,,,,,
306,left,LAD,prox,20.0,80,leaky,"[0.65, 0.7)",0.6923660688675906,1,6,T4_taper,A_fixed,ok,True,6.0,6.0,2.0,,,,85.02648210033489,85.02648210033489,1.0,0.6500299402834417,-0.04233612858414881,0.0,,0.032915624938869945,0.7405311151002381,0.7879321601287625,True,27.0,1.4089838211731249e-11,,,,,,0.93,5.0,10.296466682413737,,,
306,left,LAD,prox,20.0,80,leaky,"[0.65, 0.7)",0.6923660688675906,1,6,T4_taper,B_rederived,ok,True,6.0,6.0,2.0,,,,85.02648210033489,82.21216687674676,0.9669007213509421,0.6836410715217984,-0.00872499734579213,0.0,,0.07428642236824849,0.8146951736648892,0.7879321601287625,True,28.0,1.968515919127614e-11,,,,,,0.93,5.0,10.296466682413737,,,
306,left,LAD,prox,20.0,80,leaky,"[0.65, 0.7)",0.6923660688675906,1,6,T4_taper,C_flowmatched,ok,True,6.0,6.0,2.0,,,,85.02648210033489,88.18619586790463,1.037161525321501,0.701497131245685,0.009131062378094468,0.0,,0.038511993918049554,0.7669298865500381,0.7879321601287625,True,28.0,4.2017282482058185e-12,1.0,0.00551847254827381,0.001483173675543886,False,,0.93,5.0,10.296466682413737,,,
306,left,LAD,prox,20.0,80,discrete,"[0.65, 0.7)",0.6882332650555112,1,6,T1_missed_branch,A_fixed,ok,True,5.0,5.0,2.0,,,1.0,212.12007898488588,212.12007898488588,1.0,0.7721056154274073,0.08387235037189611,0.0,,0.057543516407066904,0.7088393151156055,0.7767649594773071,True,27.0,2.5941036426157975e-11,,,,,,,,,1.0645663033940767,31.20773847307787,0.789771064323342
